budget,genre,name,score,year
28000000,comedy,are we done yet?,4.0,2007
10000000,action,mr. nanny,3.6,1993
132000000,adventure,war of the worlds,6.5,2005
unknown,drama,when night is falling,6.7,1995
1800000,adventure,beasts of the southern wild,7.3,2012
28000000,adventure,rob roy,6.9,1995
60000000,action,under siege 2: dark territory,5.4,1995
20000000,action,the world's end,7.0,2013
unknown,adventure,the horseman on the roof,7.1,1995
25000000,crime,deception,6.1,2008
75000000,comedy,rock of ages,5.9,2012
unknown,drama,stage beauty,7.2,2004
unknown,drama,the big town,5.9,1987
100000000,comedy,little fockers,5.5,2010
4500000,horror,from beyond,6.7,1986
20000000,comedy,guarding tess,6.2,1994
25000000,drama,he got game,6.9,1998
220000000,action,the avengers,8.1,2012
50000000,action,into the storm,5.8,2014
unknown,crime,the crimson rivers,6.9,2000
50000000,crime,the chamber,6.0,1996
unknown,biography,caro diario,7.3,1993
48000000,crime,the thomas crown affair,6.8,1999
6000000,comedy,the science of sleep,7.3,2006
75000000,animation,la vida secreta de tus mascotas,6.6,2016
unknown,comedy,the sum of us,7.4,1994
unknown,biography,carrington,6.9,1995
unknown,comedy,dogfight,7.5,1991
unknown,action,the last of the finest,5.7,1990
13000000,adventure,mac and me,3.4,1988
50000000,crime,firewall,5.8,2006
unknown,comedy,i'm still here,6.2,2010
13000000,crime,the killer inside me,6.1,2010
500000,comedy,living in oblivion,7.6,1995
unknown,comedy,trick or treat,5.8,1986
50000000,action,chain reaction,5.6,1996
19000000,drama,betrayed,6.3,1988
unknown,comedy,lock stock and two smoking barrels,8.2,1998
6500000,comedy,school daze,5.8,1988
unknown,action,world gone wild,5.2,1987
7000000,crime,american psycho,7.6,2000
12000000,crime,crimen sin perdón,7.4,2007
unknown,comedy,time of the gypsies,8.3,1988
unknown,romance,salsa,4.9,1988
130000000,animation,kung fu panda,7.6,2008
1000000,crime,jack's back,6.0,1988
800000,comedy,dead snow,6.3,2009
unknown,comedy,millions,6.9,2004
16000000,drama,paradise road,6.8,1997
150000000,action,furia de titanes 2,5.8,2012
14000000,crime,apt pupil,6.7,1998
40000000,drama,a few good men,7.7,1992
63000000,adventure,jurassic park,8.1,1993
12000000,drama,death and the maiden,7.3,1994
unknown,action,quiet cool,5.7,1986
84000000,animation,scooby-doo,5.0,2002
75000000,action,backdraft,6.7,1991
unknown,drama,violets are blue...,5.7,1986
1000000,drama,nadja,6.0,1994
15000000,adventure,flicka,6.2,2006
unknown,comedy,sing street,,
200000000,animation,a christmas carol,6.8,2009
unknown,drama,the orphanage,7.5,2007
11000000,comedy,back to school,6.6,1986
1000000,drama,girlfight,6.8,2000
unknown,adventure,idiocracy,6.6,2006
8000000,horror,the boy,6.0,2016
7000000,biography,mrs. parker and the vicious circle,6.4,1994
1800000,drama,el crimen del padre amaro,6.8,2002
unknown,comedy,confessions of a shopaholic,5.9,2009
unknown,drama,red lights,6.2,2012
20000000,action,the covenant,5.3,2006
55000000,action,shanghai noon,6.6,2000
2900000,drama,central station,8.0,1998
unknown,comedy,like father like son,5.1,1987
4700000,fantasy,lady in white,6.7,1988
7000000,drama,the indian runner,7.1,1991
unknown,drama,the unknown woman,7.5,2006
unknown,comedy,getting it right,6.5,1989
16000000,drama,equals,6.0,2015
unknown,comedy,brassed off,7.1,1996
15000000,comedy,surrender,5.4,1987
150000000,animation,frozen,7.5,2013
70000000,crime,the brave one,6.8,2007
40000000,action,the host,5.9,2013
53000000,drama,angel eyes,5.6,2001
50000000,adventure,the twilight saga: new moon,4.6,2009
18000000,comedy,a smile like yours,4.8,1997
16400000,action,f/x2,5.8,1991
40000000,adventure,extremely loud & incredibly close,6.9,2011
16500000,adventure,thelma & louise,7.4,1991
13000000,comedy,two can play that game,6.1,2001
unknown,drama,life and nothing but,7.5,1989
14000000,comedy,shadows and fog,6.8,1991
40000000,horror,scream 3,5.5,2000
20000000,biography,mi historia sin mi,7.0,2007
35000000,crime,before and after,6.1,1996
60000000,action,gangster squad,6.7,2013
unknown,drama,the assault,7.3,1986
16000000,drama,things we lost in the fire,7.2,2007
20000000,drama,birth,6.1,2004
3500000,drama,trainspotting,8.2,1996
unknown,crime,a kiss before dying,5.7,1991
unknown,comedy,something to talk about,5.7,1995
15000000,action,keanu,6.3,2016
unknown,comedy,romance & cigarettes,6.3,2005
unknown,comedy,i'm so excited!,5.6,2013
35000000,comedy,the hangover,7.8,2009
7500000,comedy,soul food,7.0,1997
50000000,comedy,raising helen,6.0,2004
unknown,crime,romper stomper,6.8,1992
unknown,drama,a thousand acres,6.0,1997
3000000,comedy,happiness,7.8,1998
62000000,comedy,matchstick men,7.3,2003
3300000,comedy,relatos salvajes,8.1,2014
107000000,drama,the alamo,6.0,2004
80000000,comedy,meet the fockers,6.3,2004
1000000,action,the specials,6.0,2000
14000000,action,trespass,6.2,1992
unknown,comedy,made in heaven,6.5,1987
250000000,adventure,the hobbit: the battle of the five armies,7.4,2014
unknown,horror,prom night ii,5.6,1987
30000000,action,dead man down,6.5,2013
unknown,action,deep cover,6.9,1992
60000000,action,soldier,6.0,1998
176000000,action,jupiter ascending,5.3,2015
2500000,comedy,pretty persuasion,6.6,2005
unknown,comedy,storytelling,6.9,2001
35000000,action,air america,5.7,1990
10000000,drama,simpatico,4.5,1999
1500000,animation,waltz with bashir,8.0,2008
unknown,comedy,the boyfriend school,5.9,1990
25000000,crime,the shawshank redemption,9.3,1994
13000000,drama,eye in the sky,7.3,2015
12000000,sci-fi,chronicle,7.1,2012
128000000,animation,tierra de osos,6.8,2003
unknown,biography,kill your darlings,6.5,2013
7000000,comedy,bride & prejudice,6.2,2004
30000000,comedy,meet the spartans,2.7,2008
60000000,action,paycheck,6.3,2003
unknown,biography,hitchcock,6.8,2012
unknown,comedy,my twentieth century,7.1,1989
16800000,comedy,magic in the moonlight,6.6,2014
unknown,drama,the man in the moon,7.4,1991
15000000,action,top gun,6.9,1986
30000000,crime,88 minutes,5.9,2007
45000000,drama,intersection,5.2,1994
18000000,drama,whispers in the dark,5.6,1992
20000000,comedy,the love letter,5.4,1999
unknown,action,the rainbow,6.4,1989
unknown,biography,why do fools fall in love,6.3,1998
93000000,action,the fifth element,7.7,1997
unknown,drama,an education,7.3,2009
unknown,action,that darn cat,4.6,1997
45000000,adventure,the muppets,7.1,2011
unknown,comedy,under the cherry moon,4.9,1986
38000000,action,another 48 hrs.,5.8,1990
23000000,crime,tequila sunrise,6.0,1988
6900000,drama,house at the end of the street,5.6,2012
unknown,comedy,princess caraboo,6.0,1994
7500000,drama,code 46,6.2,2003
14000000,action,dragon: the bruce lee story,7.0,1993
unknown,comedy,the prince and me,5.9,2004
unknown,drama,men don't leave,6.7,1990
unknown,comedy,cadillac man,5.6,1990
30000000,comedy,hope springs,6.3,2012
unknown,comedy,dunston checks in,5.3,1996
135000000,animation,turbo,6.5,2013
unknown,comedy,waiting for forever,6.0,2010
20000000,drama,me before you,7.4,2016
23000000,biography,beyond the sea,6.7,2004
unknown,drama,ladies in lavender,7.1,2004
44000000,action,the fugitive,7.8,1993
26000000,action,agent cody banks,5.0,2003
30000000,drama,atonement,7.8,2007
6400000,crime,never talk to strangers,5.1,1995
15000000,comedy,the object of my affection,6.0,1998
unknown,drama,a dangerous woman,5.9,1993
40000000,drama,the prestige,8.5,2006
unknown,adventure,black beauty,6.6,1994
50000000,crime,the judge,7.4,2014
13000000,comedy,being john malkovich,7.8,1999
75000000,animation,monster house,6.6,2006
10000000,biography,lovelace,6.2,2013
45000000,drama,across the universe,7.4,2007
unknown,drama,la salvación,6.7,2014
13000000,drama,calendar girl,5.0,1993
10000000,comedy,screwed,5.7,2000
unknown,action,flashback,6.2,1990
150000,comedy,party girl,6.6,1995
30000000,action,the hunt for red october,7.6,1990
unknown,comedy,high school high,5.5,1996
unknown,crime,gangster no. 1,6.8,2000
88000000,biography,cinderella man,8.0,2005
1000000,drama,the lunchbox,7.8,2013
unknown,action,district b13,7.2,2004
unknown,drama,the slingshot,6.5,1993
40000000,comedy,the perfect score,5.7,2004
30000000,animation,9,7.1,2009
unknown,comedy,hexed,5.5,1993
unknown,drama,the unborn,4.0,1991
23000000,action,harley davidson and the marlboro man,6.0,1991
unknown,crime,no mercy,5.7,1986
30000000,drama,dominion: prequel to the exorcist,5.3,2005
20000000,adventure,robin hood: men in tights,6.7,1993
65000000,action,space cowboys,6.4,2000
5000000,comedy,sex and death 101,6.0,2007
unknown,adventure,into the west,7.0,1992
unknown,comedy,miss pettigrew lives for a day,7.1,2008
45000000,action,stop! or my mom will shoot,4.1,1992
237000000,action,avatar,7.8,2009
68000000,action,fury,7.6,2014
unknown,action,another stakeout,5.5,1993
34000000,animation,tmnt: las tortugas ninja,6.3,2007
16000000,action,supercross,4.1,2005
18000000,horror,the mist,7.2,2007
unknown,drama,turtles can fly,8.1,2004
unknown,action,messenger of death,5.5,1988
unknown,horror,the unholy,4.9,1988
27000000,crime,suspect zero,5.9,2004
unknown,comedy,paterson,7.4,2016
unknown,action,running scared,6.5,1986
40000000,adventure,eight below,7.3,2006
25000000,adventure,the grand budapest hotel,8.1,2014
2500000,comedy,wicked stepmother,4.1,1989
900000,horror,children of the corn ii: the final sacrifice,4.2,1992
unknown,drama,silent tongue,5.3,1993
unknown,drama,i daniel blake,7.9,2016
21000000,action,doa: dead or alive,4.8,2006
unknown,action,barb wire,3.2,1996
unknown,comedy,out to sea,6.1,1997
4000000,drama,lost in translation,7.8,2003
unknown,action,elite squad: the enemy within,8.1,2010
unknown,crime,dead man's shoes,7.7,2004
25000000,drama,stop-loss,6.5,2008
12000000,comedy,sideways,7.5,2004
6000000,comedy,hedwig and the angry inch,7.8,2001
unknown,comedy,take me home,6.9,2011
unknown,drama,sleuth,6.5,2007
unknown,drama,the war at home,7.1,1996
unknown,adventure,the way,7.4,2010
60000000,adventure,the missing,6.5,2003
30000000,adventure,racing stripes,5.2,2005
900000,comedy,leprechaun,4.7,1993
28000000,comedy,un par nada ejemplar,6.9,2008
20000000,adventure,gold,6.7,2016
15000000,comedy,senseless,6.0,1998
13000000,drama,elegy,6.8,2008
unknown,action,renegades,5.3,1989
unknown,drama,the constant gardener,7.5,2005
unknown,drama,a month in the country,7.2,1987
unknown,action,taxi 2 - alta tensión,6.4,2000
88000000,adventure,the brothers grimm,5.9,2005
5000000,horror,as above so below,6.2,2014
19000000,adventure,a very harold & kumar 3d christmas,6.3,2011
unknown,drama,84c mopic,7.0,1989
11000000,drama,a walk to remember,7.4,2002
6000000,action,shakedown,5.9,1988
40000000,horror,the final destination,5.2,2009
1700000,comedy,happy texas,6.3,1999
49000000,comedy,estrenando cuerpo,5.4,2001
unknown,drama,live flesh,7.4,1997
160000000,action,godzilla,6.4,2014
6500000,fantasy,gate 2: the trespassers,4.7,1990
unknown,comedy,buster,5.8,1988
50000000,action,outbreak,6.6,1995
unknown,drama,slaves of new york,5.4,1989
4000000,horror,saw ii,6.6,2005
160000000,action,speed 2: cruise control,3.8,1997
42000000,comedy,horrible bosses 2,6.3,2014
unknown,comedy,she's having a baby,5.8,1988
unknown,adventure,my father's glory,7.6,1990
5000000,comedy,if lucy fell,4.9,1996
3000000,comedy,ernest goes to camp,5.5,1987
unknown,drama,liberty heights,7.1,1999
110000000,crime,ocean's twelve,6.5,2004
58000000,comedy,sabrina,6.3,1995
unknown,comedy,meet the browns,4.1,2008
unknown,drama,in a better world,7.7,2010
40000000,comedy,bridget jones: the edge of reason,5.9,2004
22000000,biography,shadowlands,7.4,1993
9000000,comedy,the hottie & the nottie,1.9,2008
40000000,comedy,arthur,5.7,2011
62000000,comedy,the love guru,3.8,2008
2000000,comedy,smoke signals,7.2,1998
5000000,animation,digimon: the movie,6.0,2000
22000000,comedy,mr. woodcock,5.2,2007
35000000,action,species,5.8,1995
120000000,animation,atlantis: the lost empire,6.8,2001
65000000,comedy,step brothers,6.9,2008
100000000,action,national treasure,6.9,2004
20000000,drama,the kite runner,7.6,2007
unknown,biography,24 hour party people,7.4,2002
2000000,crime,i spit on your grave,6.3,2010
unknown,drama,state of play,7.1,2009
18000000,adventure,vibes,5.5,1988
40000000,mystery,color of night,5.1,1994
90000000,crime,the departed,8.5,2006
unknown,comedy,zonas húmedas,5.8,2013
8000000,drama,99 homes,7.1,2014
11000000,comedy,cry-baby,6.5,1990
60000000,drama,up close & personal,6.1,1996
8000000,adventure,a walk in the woods,6.3,2015
23000000,drama,vanity fair,6.2,2004
20000000,drama,a walk in the clouds,6.7,1995
24000000,comedy,ed,2.6,1996
38000000,comedy,how to be single,6.1,2016
80000000,action,mission: impossible,7.1,1996
10000000,comedy,she's all that,5.8,1999
14000000,comedy,dead man on campus,6.1,1998
8000000,comedy,new in town,5.6,2009
112000000,adventure,gulliver's travels,4.9,2010
unknown,drama,la piel de venus,7.2,2013
65000000,action,race to witch mountain,5.7,2009
60000000,action,the bourne identity,7.9,2002
unknown,comedy,a chorus of disapproval,5.7,1989
17000000,comedy,pitch perfect,7.2,2012
7000000,comedy,20th century women,7.4,2016
unknown,comedy,hello again,5.1,1987
12000000,comedy,the brady bunch movie,5.9,1995
50000000,action,drive angry,5.4,2011
unknown,action,eat the rich,6.0,1987
30000000,action,black rain,6.6,1989
60000000,horror,event horizon,6.7,1997
100000000,comedy,the adventures of pluto nash,3.8,2002
unknown,comedy,head above water,6.0,1996
50000000,comedy,jerry maguire,7.3,1996
70000000,drama,the monuments men,6.1,2014
40000000,adventure,honey i blew up the kid,4.7,1992
unknown,comedy,goon,6.8,2011
22000000,horror,village of the damned,5.6,1995
40000000,comedy,city slickers ii: the legend of curly's gold,5.5,1994
40000000,comedy,big trouble,6.5,2002
9000000,drama,the legend of 1900,8.1,1998
87000000,crime,hannibal,6.8,2001
10000000,comedy,very bad things,6.3,1998
unknown,adventure,little indian big city,5.6,1994
14000000,adventure,fun size,5.4,2012
150000000,animation,bee movie,6.1,2007
80000000,drama,the day the earth stood still,5.5,2008
2000000,drama,shortbus,6.5,2006
1500000,drama,moonlight,7.5,2016
12000000,crime,playing god,5.6,1997
unknown,crime,bad company,5.4,1995
5000000,comedy,everything must go,6.4,2010
4600000,drama,savage grace,5.9,2007
35000000,comedy,unfinished business,5.4,2015
14700000,comedy,new york i love you,6.3,2008
85000000,adventure,the messenger: the story of joan of arc,6.4,1999
3000000,action,hobo with a shotgun,6.1,2011
unknown,biography,the basketball diaries,7.3,1995
170000000,action,tron: legacy,6.8,2010
40000000,action,the last of the mohicans,7.8,1992
3200000,action,feast,6.4,2005
65000000,action,i frankenstein,5.1,2014
22000000,biography,fair game,6.8,2010
15000000,comedy,trojan war,5.7,1997
unknown,comedy,p.s.,6.3,2004
unknown,crime,kill list,6.4,2011
3500000,comedy,strangers with candy,6.1,2005
18000000,adventure,josh and s.a.m.,5.8,1993
145000000,animation,how to train your dragon 2,7.8,2014
13000000,adventure,earth to echo,5.8,2014
35000000,comedy,esta chica es un desastre,6.3,2015
150000000,animation,kung fu panda 2,7.3,2011
40000000,comedy,mr. baseball,5.9,1992
unknown,comedy,fading gigolo,6.2,2013
unknown,comedy,happy-go-lucky,7.0,2008
30000000,animation,pokémon: the movie 2000,6.0,1999
unknown,drama,my name is joe,7.5,1998
18000000,comedy,project x,6.1,1987
17000000,drama,diggstown,7.0,1992
15000000,biography,casino jack,6.2,2010
unknown,drama,when a man loves a woman,6.5,1994
unknown,adventure,race the sun,5.3,1996
unknown,drama,a tale of winter,7.6,1992
40000000,biography,snowden,7.3,2016
unknown,animation,cowboy bebop: the movie,7.9,2001
unknown,drama,far from the madding crowd,7.1,2015
unknown,adventure,mr. toad's wild ride,6.3,1996
unknown,drama,synchronicity,5.5,2015
unknown,drama,temptation: confessions of a marriage counselor,5.0,2013
12000000,action,armed and dangerous,5.6,1986
4500000,comedy,the players club,5.7,1998
unknown,comedy,taking care of business,6.4,1990
25000000,action,cobra,5.7,1986
25000000,horror,the omen,5.5,2006
unknown,drama,xx/xy,6.0,2002
55000000,drama,dream house,6.0,2011
unknown,drama,martha marcy may marlene,6.9,2011
10000000,action,rescate explosivo,2.5,1999
unknown,action,in the shadow of kilimanjaro,5.1,1986
unknown,biography,anthropoid,7.2,2016
4800000,horror,hostel,5.9,2005
unknown,comedy,love & sex,6.3,2000
42000000,action,strange days,7.2,1995
35000000,comedy,the back-up plan,5.3,2010
8000000,fantasy,new nightmare,6.4,1994
unknown,adventure,little monsters,6.1,1989
unknown,mystery,defenseless,5.8,1991
unknown,drama,evening,6.6,2007
30000000,animation,leap!,6.8,2016
unknown,comedy,saving face,7.5,2004
unknown,comedy,beautiful thing,7.7,1996
38000000,crime,enough,5.7,2002
unknown,drama,dear frankie,7.8,2004
16000000,drama,the homesman,6.6,2014
unknown,crime,grand canyon,6.9,1991
31000000,drama,extraordinary measures,6.5,2010
24000000,drama,the cider house rules,7.4,1999
150000000,action,jurassic world,7.0,2015
38000000,action,push,6.1,2009
4000000,drama,apartment zero,6.9,1988
48000000,action,indiana jones and the last crusade,8.3,1989
unknown,drama,restless,5.6,2000
6000000,comedy,the wackness,7.0,2008
unknown,drama,stealing home,6.8,1988
3200000,comedy,beginners,7.2,2010
22000000,comedy,middle men,6.6,2009
30000000,action,el transportador 3,6.1,2008
80000000,action,red planet,5.7,2000
25000000,drama,the hours,7.6,2002
42000000,drama,original sin,6.0,2001
unknown,crime,donkey punch,5.2,2008
6000000,drama,wind chill,5.9,2007
10000000,crime,the first power,5.7,1990
unknown,action,hombre lobo,4.6,2006
30000000,crime,the watcher,5.3,2000
7000000,drama,lawn dogs,7.6,1997
