Sentence,Label
bunlar ilin merkezinde diger ikisi de tosya ve seydiler ilcelerinde yer almaktadir.,1
egilimin daha yumusak oldugu bu kesimlerde kestane rengi topraklarin genis alanlarda hukum surdugu gozlemlenebilmektedir.,1
ligde mucadele etmistir.,1
bitki ortusu olarak ormanlik ve step ozelligi gostermektedir.,1
kirklareli’nde sanayi artan bir hizla gelismektedir.,1
bayezid sivas bolgesini yoneten kadi burhaneddin ile iki kez savasti.,1
yagis miktari da bu kesimde farklidir.,1
i̇zmit disinda butun ilcelerde nufus artmistir.,1
baklagiller uretiminde kutahya ili soz sahibi degildir.,1
sonra baska dugunlerde giymek icin saklanir.,1
bazi evlerde cekme helva yapilir.,1
uzerlerindeki bitki ortusu iklime baglidir.,1
bu donemde manisa merkez ve cevresi buyuk gelisme gosterdi.,1
gec hitit sehri olan gurgum’un bulundugu yerde kurulmustur.,1
daha oncesinde ise cevredeki diger universitelere bagli olarak ilde yuksekogretim kurumlari mevcuttu.,1
ulukisla ilcesinde yer almaktadir.,1
gunumuzde i̇l halk kutuphanesi olarak kullanilmaktadir.,1
ancak yorede giresun karsilamasi da icra edilmektedir.,1
karsilama oyunlari ordu ilinde en cok oynanan oyun turlerinden biridir.,1
i̇c ilcelerde ise tokat kulturu hakimdir.,1
gercel sayilar kumesi r harfi ile ifade edilir.,1
orta tahsiline linz sehrinde basladi.,1
kuzeyde ilin en onemli akarsuyu olan ergene nehri bulunur.,1
hacli seferi’ninde baslica sebebi olmustur.,0
usak’in konumu i̇c bati anadolu esiginde oldugundan zeybek oyunlarindan ve teke yoresinden etkilenmistir.,1
i̇lde ormanlari isletmek ve korumak uzere toplam uc isletme mudurlugu mevcuttur.,1
hititlerin yerlesim merkezlerindende biri oldugu bilinmektedir.,0
yozgat bolgesi bircok medeniyetlerin hakimiyetinde kalmistir.,1
ligde kalmistir.,1
sehirde danismend parasi basilmistir.,1
gunumuzde ise bar oyunu erzurum ile ozdeslesmis durumdadir.,1
bu nedenle ilde yetisen bitki turleri cesitlilik gostermektedir.,1
kirikkale ilinde yerlesimin onemli bolumu buradadir.,1
batman ve yoresinde genellikle guneydoguya has butun yemekler bulunmakta ve tuketilmektedir.,1
kirsal kesimde baslica gelir kaynagi hayvanciliktir.,1
i̇l topraklari bitki ortusu yonunden iklimin karasal olmasi dogal bitki ortusu uzerinde etkili olmustur.,1
bu bahcelerde kayisi ve elma agaclari vardir.,1
ancak bazi ermeni kaynaklarina gorede bu durumun tersi yasanmistir.,0
bolgede acik gunler en fazla haziran ile ekim arasindaki aylarda gorulur.,1
kimi donemlerde de karasal iklim ozelliklerini yansitmaktadir.,1
kipcaklar kitleler halinde safranbolu ile eflani arasindaki topraklara yerlesmislerdir.,1
ayrica il genelinde tekstil sanayi ozellikle hazir giyim sektorunde gelismistir.,1
kirsal kesiminde yasayan insanlar gecimini tarima dayali olarak saglamaktadir.,1
i̇brahim hakki konyali’ya gore kalede hitit mimarisine iliskin izler vardir.,1
unlu seyyah evliya celebi seyahatnamesinde bu bolgeden kinik sehri olarak bahsetmektedir.,1
duzce i̇l merkezinde icme suyu sikintisi bulunmamaktadir.,1
birlik ve beraberlik yonunde verilen onca demec partideki rekabeti gizlemeye yetmedi.,1
gori kentinde kendisine ait heybetli bir heykel de kent meydaninda bulunmaktaydi.,1
sanayide agir sanayi uretimine oncelik verildi.,1
orta asya dilleri uzerinde calisti.,1
her yil toplam on iki tane ulusal tatil kutlanmaktadir.,1
helsinki ulkenin baskenti ve en buyuk sehridir.,1
kuzeyde ise gittikce azalir.,1
bu yonu bazi bilim insanlari ile sert tartismalara girmesinede neden olmustur.,0
eprati’de bugun caminin bulundugu yerde bir koy kilisesi bulundugu bilinmektedir.,1
koyde ayrica kralice tamar doneminden kaldigi sanilan kemerli kopru vardir.,1
paris singer ile olan iliskisindende patrick adinda bir oglan cocugu dunyaya getirmistir.,0
i̇sa’nin kimligini aciklayan papirusde bu arada radikal i̇slamci bir orgutun eline gecmistir.,0
ayrica ilcede uluslararasi bir muzik akademisi bulunmaktadir.,1
"bu adaya turkler eski zamanlarda ""tasli manastir"" olarak da adlandirmislardir.",1
i̇lcede akdeniz iklimi hukum surer.,1
ulkenin topraklari kuvaterner doneminde olusmustur.,1
bu gocler ile luleburgaz ve cevresinede pek cok turk aile yerlestirilmistir.,0
sehir bu sure icinde de tatarlarin onemli bir kultur merkezi olmustur.,1
kentin icinde bir otobus ve troleybus hizmeti bulunmaktadir.,1
ada halki balikcilik ve kendine yetecek kadar tarim ile ugrasir.,1
ekonomide uretim kucuk bir rol oynar.,1
bu bolgede cok sayida bataklik ve sazlik bulunmaktadir.,1
adanin ic bolgelerindeki diger kisimlari tarim endustrisine katkida bulunur.,1
ozellikle guneydeki daglik kesim gur ormanlarla kaplidir.,1
ulkedeki cinliler ticarette onemli paya sahiptir.,1
ulke genelinde yerel dinlere inananlarin orani nufusun neredeyse yarisina denk gelmektedir.,1
ulke nufusun buyuk cogunlugu ulkenin dogu bolumunde yasamaktadir.,1
bu durum ulkede anayasal bir krize yol acti.,1
ulkenin dunya uzerindeki devletler arasinda bakildiginda ilginc bir sinir hatti vardir.,1
gana kulturunde renkli giyim onemli bir yer tutmaktadir.,1
ulkedeki yaban hayat ise cok fazla cesitlilik arz etmektedir.,1
ulkenin konumu ile birlikte kita ismininde kullanilmasi ile birlikte ulke ismi olusturulmustur.,0
ozellikle guneyde hindistan cevizi ve muz ile bunlardan uretilen urunler yaygin kullanilir.,1
avrupalilar icerisinde fransa vatandaslari en buyuk beyaz topluluk konumundadir.,1
ulkede hakim olan din hristiyan dinidir.,1
i̇slamiyet ulkenin ozellikle kuzey bolgesinde yasayan nufus arasinda oldukca yaygin bir konumdadir.,1
bunun haricinde ulkenin guneydogusunda hint okyanusu yer almaktadir.,1
ulkede yasayan etnik gruplarin buyuk cogunlugu bantu etnik grubuna uyedir.,1
ulke genelinde zorunlu ilk ve ortaogretim ogrenimi dokuz yildir.,1
ulkede hakim olan din hristiyanlik dinidir.,1
az sayida bulunan agaclar ise genellikle korunakli vadilerde ve tarlalarda yetismektedir.,1
deniz tasimaciligi malavi golu nedeniyle ulkede yaygin olarak kullanilan bir ulasim aracidir.,1
mozambik birkac maden hammadde yataklarina sahiptir.,1
ulke genelinde hakim olan bitki ortusu kurak cayirlar ve birkac kurak ormanlik alanlardir.,1
ulkede fakirlik nedeniyle cocuk isciligi sik gozlenen bir durumdadir.,1
delta bolgesinde ise yuzlerce irili ufakli nehir mevcuttur.,1
papua yeni gine’nin hayvanlari hemen hemen avustralya’ninki ile aynidir.,1
nufusun cogunlugu daha duz kiyi bolgelerinde yasamaktadir.,1
ulke ticarette yasadiklari zorluklar nedeniyle uluslararasi tarih degistirme cizgisinin oteki yanina gecmeye karar verdi.,1
i̇ngilizce ulkenin egitim dili olmasinin yani sira ikinci resmi dil islevinide gormektedir.,0
afrika buyuk golleri bolgesinde yer alir.,1
tanzanya icinde uc buyuk havayolu sirketi yer almaktadir.,1
tonga sahip oldugu bircok volkanik adasi ile birlikte pasifik ates cemberi icerisinde yer almaktadir.,1
"ulkenin ismi daha onceleri bati ulkelerinde ""dost adalar"" olarak adlandirilmaktaydi.",1
uganda cok cesitli bir bitki ortusune sahiptir.,1
ulke genelinde tropikal iklim hakimdir.,1
adalarin genelinde daglar ve volkanik ozellikli ovalar yer alir.,1
zambiya kendi icerisinde on ilden olusmaktadir.,1
ulke genelinde okula gitme zorunlulugu bulunmamaktadir.,1
ayni yillarda orta dogu teknik universitesinde insaat muhendisligi alaninda dersler verdi.,1
yahya demirel kisa bir surede cezaevinde yatti.,0
herhangi bir alandaki insan yogunlugunu ifade etmek icin degisik yontemler kullanilir.,1
ancak album buyuk bir basari elde edemedi.,1
bu besteler sonraki album icin bir baslangic noktasi oldu.,1
bu sebeple grubun kurucusu olarak gorulen kiside syd barrett oldu.,0
"ayni yil icerisinde son albumleri ""casa babylon"" yayinlandiktan sonra manu chao grubu madrid’e tasidi.",1
ancak bu iki album de onceki albumlerin basarisina ulasamadi.,1
grup icinde zaman zaman cok sert kavgalar yasanmisti.,1
ulkede yoksulluk ve asiri nufus gibi ciddi problemler vardir.,1
oldugunde hic cocugu yoktu.,1
her dort senede bir i̇ngiliz milletler toplulugu oyunlari adli cok sporlu etkinlik duzenlenmektedir.,1
bugunku kerc kenti bu antik kentin temelleri uzerinde yukseldi.,1
fiyatla talep arasindaki bu iliskiye talep kanunu denir.,1
ayrica ulkede kucuk bir sarap endustrisi vardir.,1
ay denizlerinde hemen hemen yalnizca bazalt bulunur.,1
ay uzerinde ne kadar su bulundugu sorusunun cevabi henuz bilinmemektedir.,1
eski ay atmosferi daha sonra gunes ruzgarlari ile uzaya dagildi.,1
hem arastirmalarda hemde uygulamalarda bilgisayarlar oldukca yaygin olarak kullanilmaktadir.,0
bu ad ayni zamanda turkcede de kullanilmaktadir.,1
ayni donemde vakif universitesi olarak kurulan bilkent universitesi personel icin cekim merkezi olmustur.,1
polis oldugu yerde kalirken heyet de geri cekilmistir.,1
yinede bu ogrenciler okuldan ihrac edilmistir.,0
dagitim gelistirme modelleride paket yonetim sistemleri acisinda temelde uc grupta incelenebilir.,0
melez yontemde ise bu iki yontem de kullanilir.,1
kentin disinda hopa ilcesi sinirlari icinde de tarihsel yapilar bulunmaktadir.,1
ne varki hopa halkinin bir kisminin topraklari ve hayvanlari rusya tarafinda kalmisti.,0
bazi olum vakalari dakikalar icinde gerceklesir.,1
genclerde ve kadinlarda risk daha yuksektir.,1
gunumuzde genellikle asagidaki turlerle taninir.,1
tekne kismi genelde dut agacindan yapilmaktadir.,1
deniz tasimaciligi da kent ekonomisinde onemli yer tutar.,1
roma donemi surlarinin kalintilari buradaki bazi sokaklarda hala gorulur.,1
nemli ve ilik bolgelerde daha kolay urerler.,1
katalonya gunumuzde buyuk olcude eski katalan prensligi’nin sahip oldugu topraklardan olusmaktadir.,1
kendi ismini tasiyan ilinde merkezidir.,0
bu donemde orhan gencebay ile dost oldu.,1
"erdal erzincan ile birlikte iki ciltten olusan ""baglama metodu"" adli kitabin yazaridir.",1
i̇kinci dunya savasi sonrasinda sosyal liberal fikirler dunyanin bircok ulkesinde benimsenmistir.,1
bunlar disinda bircok enstrumani da albumlerinde basarili bir sekilde calmistir.,1
bu olaydan sonra arjantin’de sarki soylemesi yasaklandi ve sanatci surgun hayati yasamak zorunda kaldi.,1
bu yonuyle van ve erzurum arasindaki kulturel gecis bolgesi ozelligi gosterir.,1
zira edebiyat hayatinda iki yuze yakin takma ad kullanmistir.,1
her iki protokol de hiz acisindan benzer ozellikler tasiyor.,1
belediye sinirlari disinda olmak kaydiyla asagidaki gorev ve hizmetleri yerine getirirler.,1
kalan savascilar militan olarak savasmaya devam etti ve kisa sure icinde yenik dustu.,1
toplumun disinda ve toplumdan habersiz bir yerde konusmalari yasaktir.,1
i̇lk yazisi ayni yil i̇kdam gazetesi’nde yayimlandi.,1
olu ruhlarin iceri girmeside kolay degildir.,0
modern yahudi felsefesi hem ortodoks hemde ortodoks olmayan yonelimli felsefeden olusmaktadir.,0
i̇slam ve yahudilik arasinda karmasik bir iliski bulunmaktadir.,1
i̇ngilizce’de naval architecture and marine engineering olarak karsilik bulur.,1
yorede ayrica balikcilik da koyluler tarafindan ag veya olta araciligi ile yapilmaya devam etmektedir.,1
i̇lcede uc adet turistik otel bulunmaktadir.,1
klavyede ise vince clarke bulunmaktadir.,1
olgularin bir bolumunde ise onemli sistemleri korumaya calisirken organizmanin tumune zarar verebilir.,1
daha cok genclerde gorulur.,1
i̇ki yazma da yazarin olumunden hemen sonra kaleme alinmis izlenimi vermektedir.,1
birmanya’daki siradaglarin bir uzantisi sumatra adasinin bati kiyilarinda devam eder.,1
o zamanki galya sehrinin tam olarak nerede yerlestigi konusunda kesin bilgi yoktur.,1
piyade tumeni tarafindan kurtarildi.,1
madrid ve alman universitelerinde okudu.,1
ag katmaninda iki istasyon arasinda verinin iletimi kontrol edilir.,1
en az iki bilgisayari birbirine baglayarak bir ag olusturulur.,1
bu donemde pek cok yazisi ve siiri basildi.,1
gunun birinde genc bir tiyatrocu kiza asik olup evlenmeye karar verir.,1
bugunku i̇ris golu belki de adini buradan almaktadir.,1
bahcelerde yetisen bitkiler hakkinda dersler verildi ve tibbi kullanimlari gosterildi.,1
bitki morfolojisi bircok alt dala ayrilir.,1
bock kendi bitki siniflandirma sistemini yaratti.,1
temelde mineralleri tasimak icin kullanilir.,1
sariyer i̇lcesi sinirlari icindeki bazi yerlesme alanlarinin bizans doneminden beri meskun oldugu bilinir.,1
i̇lcede fazla sanayi tesisi yoktur.,1
ayrica unlu komedyen jerry seinfeldde bu reklamda yer aldi.,0
okul arkadasi paul allen ile birlikte bos zamanlarini cogunlukla bilgisayar yazilimlari uzerinde calisarak geciriyordu.,1
semtte iki adet onemli lise bulunmaktadir.,1
bir sonraki yonetim degisikligi de yunan mitolojisinde yer alir.,1
ama topraklarinin rahiplerin denetiminde oldugu sanilir.,1
tumen komutanligi gorevlerinde bulundu.,1
sanat yapitlari zaman icinde yok olurlar.,1
yani zaman ayni anda bir sanatsal etkende olmaktadir.,0
dogan ve sok gazetelerinde yazi isleri mudurlugu gorevlerinde bulundu.,1
cesitli gazete ve dergilerde yazi ve siirleri yayimlandi.,1
turkce ve fransizca dillerinde egitim yapilir.,1
kendi icinde dort ana kisma ayrilir.,1
kalede karay turklerinin yaptigi eserlerin disinda baska eserler de mevcuttur.,1
kirim hanligi doneminde cufutkale’nin altindaki magaralar ayni zamanda zindan olarak kullanilmaktaydi.,1
cufutkale’deki magaralarin her yere cikislari vardir.,1
hulusi salih pasa kabinesinde bahriye nazirligi gorevinde bulundu.,1
eski zamanlardan beri bilim insanlari kuvvet kavramini duragan ve hareket eden nesnelerin arastirmalarinda kullanir.,1
yurtici bolge komutanligi gorevlerinde bulundu.,1
goruntu elde etmek icin kullanilan enerji ve goruntu alici sistemleri farklidir.,1
tersine bir elektron daha dusuk enerji seviyesine indiginde enerji farki kadar foton yayar.,1
"anime kelimesi i̇ngilizcedeki ""animation"" kelimesinin kisaltilmis halidir.",1
elvis ara sira aile butcesine katki amaciyla aksamlari calisiyordu.,1
i̇ncil o gunlerde onun karakteri ve yasami uzerinde oldukca etkiliydi.,1
bu albumun michael icinde ayri bir onemi oldu.,0
jackson yaptigi bir aciklamada bu hastaligin babasinin ailesinde de oldugunu soylemistir.,1
ayrica bas ve govdenin hareketlerinide saglar.,0
memelilerde omurga bes bolgeye ayrilmistir.,1
teoremin gercek olmadigi varsayilir ve bir celiski aranir.,1
"bu yuzden ""p""de sabit olur.",0
koklerin varligi ilgili bu ifade aslinda karmasik sayilar cisminin bir ozelligini de tanimlamaktadir.,1
bunun yani sira visual basic programlama dili kendi icerisinde de bir yardim menusu barindirmaktadir.,1
ogrenilmeside kullanilmasi da oldukca kolaydir.,0
muhtemelen zamanla cevredeki koylerden gelenler de buraya yerlesmistir.,1
i̇ki kulupte gunumuzde i̇ngiltere kuzey bolgesi dogu liginde bulunmaktadirlar.,1
filmin cekiminde ilginc bir tesaduf de yasanmisti.,1
i̇ki koru bir butunluk olusturmaktadir.,1
yirminci yuzyilin ortalarina kadar tarabya’nin nufusu buyuk olcude rumlardan ibaretti.,1
kapadokya manastirlari bu devirde oldukca gelisir.,1
ancak diger pek cok isletim sisteminde de gecerlidir.,1
bunun icinde yuksek basinc ve sogutma islemine ihtiyac duyulur.,0
termoelektrik cihaz iki sekilde kullanilabilir.,1
yeni ve daha verimli termoelektrik malzeme uretim calismalari bu model cevresinde halen devam ediyor.,1
uretim yontemlerin bazilari asagida ornek calismalari da icerecek sekilde incelenmistir.,1
ondalik noktasinin onundeki sayinin degismesi ise buyuk bir degisiklik gosterir.,1
"bu tur risk grubundaki kisilere ""yuksek risk grubundaki kisiler"" denir.",1
grip hastaligi hakkindaki kayitlar cok eski zamanlara kadar dayanmaktadir.,1
dolayisiyla yusuf’la ilgili ayrintilar aile icinde iyi biliniyor olmaliydi.,1
tum bunlari yapabilen insan icin bir yazi sistemi gelistirmek herhalde zor degildi.,1
venedik’in muzik tarihindeki onemini yaratan bir baska faktor de baski teknolojisi olmustur.,1
bu kaynaklarda mujde sozcugu de yeni ahit anlaminda kullanilir.,1
yahudilerin tanah ve muslumanlarin tevrat ve zebur olarak kabul ettikleri kitaplari icinde barindirir.,1
onlar o zamanki yahudilik gibi ayni ya da benzeyen kavramlar kullandilar.,1
bu goruste olan arastirmacilarin i̇sa hakkindaki teorilerine genel olarak mesih efsanesi teorisi denilmektedir.,1
arnavutkoy’de yasamaktadir.,1
buna karsin dogada secici olmayan bircok antibiyotikde bulunur.,0
bakteriler ayrica endustriyel toksik atiklarin degerlendirilmesinde de kullanilirlar.,1
daha karmasik morfolojik degisikliklerde bazen mumkundur.,0
ceneviz doneminde kulenin tepesinde ise bir hac yer almaktaydi.,1
bunlarin yani sira doga guzellikleride onemli bir ilgi kaynagidir.,0
yani turizm ziyaret edilen ulke ve bolgenin ekonomisine buyuk bir maddi katki saglar.,1
baslangicta noktalar halinde ve titrek olan goruntulerin kalitesi baird tarafindan gelistirilmistir.,1
orta ogrenim ve universite duzeyinde ele alinan akademik bir disiplindir.,1
zen budizmi japon ve cin olmak uzere baslica iki okula ayrilir.,1
agirlikli olarak akdeniz bitki ortusu karakteri gosterir.,1
rif siradaglari bu bolgede siralanir.,1
gunumuzde python yazilim vakfi cevresinde toplanan gonullulerin cabalariyla surdurulmektedir.,1
sade sozdizimi ile diger programlama dillerinden ustundur.,1
bu vakalarda hasta kendisine saygisini onemli derecede kaybetmistir.,1
daha acik renkli bu bolumden ayrilmis beyaz madde de gozlenir.,1
gozle gorulur bicimde beynin ic kisimlarinda gri madde denen koyu renkli alanlara rastlanir.,1
terimin kati kullanimi zaman icinde degismistir.,1
nietzsche en uretken doneminin esiginde duruyordu.,1
universitedeki acilis konferansi homeros ve klasik filoloji oldu.,1
